step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.7952155008,0.00403286077,0.8859238705,0.002505730712,3
neutral-negative,0.9075527647,0.001031790149,0.9515360062,0.0005669881088,3
positive-negative,0.8511951362,0.003476085589,0.9196143303,0.002026848909,3
