row,col,cosine_mean,cosine_std,n_seeds
MeanDiff,MeanDiff,1,0,3
MeanDiff,KMeans,0.9432928812,0,3
MeanDiff,LogReg,0.2272426892,0,3
MeanDiff,PCA,0.9430372561,1.359739956e-16,3
MeanDiff,Random,0.01214896865,0.008377352414,3
KMeans,MeanDiff,0.9432928812,0,3
KMeans,KMeans,1,0,3
KMeans,LogReg,0.01594090373,0,3
KMeans,PCA,0.999872225,0,3
KMeans,Random,0.02101895807,0.01093957921,3
LogReg,MeanDiff,0.2272426892,0,3
LogReg,KMeans,0.01594090373,0,3
LogReg,LogReg,1,0,3
LogReg,PCA,0.01493971676,0,3
LogReg,Random,-0.01625661371,0.01075485801,3
PCA,MeanDiff,0.9430372561,1.359739956e-16,3
PCA,KMeans,0.999872225,0,3
PCA,LogReg,0.01493971676,0,3
PCA,PCA,1,0,3
PCA,Random,0.02098121345,0.01122931695,3
Random,MeanDiff,0.01214896865,0.008377352414,3
Random,KMeans,0.02101895807,0.01093957921,3
Random,LogReg,-0.01625661371,0.01075485801,3
Random,PCA,0.02098121345,0.01122931695,3
Random,Random,1,0,3
