method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.5134727062,0.01663294269,0.6060095731,0.02245520284,
KMeans,0.5111999789,0.01400777822,0.5989093021,0.03073454362,
LogReg,0.8698720656,0.05251640067,0.9601854785,0.02764737867,
PCA,0.5111999789,0.01400777822,0.5989093021,0.03073454362,
