metric,observed,null_mean,null_sd,null_min,null_max,p_value,n_sim
step_cosine,-0.8996177519,0.6355044044,0.3598148288,-0.7183611589,0.986764816,0.000999000999,1000
midpoint_residual,2.03215351,0.2430461714,0.163655445,0.04412031689,1.219488674,0.000999000999,1000
