row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.7480196133,0.564093922,0.7650176156,0.02126756747
KMeans,0.7480196133,1,0.2715432184,0.9872454953,0.0242688218
LogReg,0.564093922,0.2715432184,1,0.2608095657,0.01327029755
PCA,0.7650176156,0.9872454953,0.2608095657,1,0.02600648736
Random,0.02126756747,0.0242688218,0.01327029755,0.02600648736,1
