row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.9965165309,0.6686606905,0.9776065945,0.02104927552
KMeans,0.9965165309,1,0.6286802111,0.9857646798,0.02185598759
LogReg,0.6686606905,0.6286802111,1,0.5588819184,0.01094945845
PCA,0.9776065945,0.9857646798,0.5588819184,1,0.02192268234
Random,0.02104927552,0.02185598759,0.01094945845,0.02192268234,1
