metric,observed,null_mean,null_sd,p_value
spearman,0.895441756,-0.01228902193,0.1095555578,0.009900990099
kendall,0.7635600205,-0.009582651946,0.08449003951,0.009900990099
probe_r2,0.9155305361,-0.4420311932,0.1810496279,0.009900990099
monotone_fraction,0.8888888889,0.3113888889,0.06810378167,0.009900990099
midpoint_residual_median,0.7271230984,0.8539926082,0.02271515349,0.009900990099
pc1_frac_centroids,0.7147334349,0.6065850134,0.05750664237,0.0495049505
