scenario_id,theta1_deg,theta2_deg,overlap
politeness-apology-003,59.04254269,85.55077264,0.1353134306
politeness-apology-013,29.75445993,76.67823979,0.4033975862
politeness-apology-043,35.81492224,73.08306676,0.3711248078
politeness-apology-057,54.62844123,79.71472025,0.1834889378
politeness-apology-065,31.18464547,66.17486865,0.4475291581
politeness-apology-067,51.52343279,83.6894617,0.1996038939
politeness-apology-081,27.48648941,66.918667,0.4703373412
politeness-apology-098,49.50133791,69.68260549,0.271160845
politeness-bad-news-delivery-020,34.25686983,67.45319909,0.4150818584
politeness-bad-news-delivery-028,38.33543139,66.53959072,0.3868840465
politeness-bad-news-delivery-066,23.67111522,66.73496461,0.4974110075
politeness-bad-news-delivery-073,36.23453108,69.9639205,0.3839966075
politeness-complaint-030,23.28614665,53.17890605,0.6014509405
politeness-complaint-032,29.24545287,58.39353547,0.517989445
politeness-complaint-040,31.2905336,59.24951386,0.4958373205
politeness-complaint-049,40.82420461,52.97618489,0.467602245
politeness-complaint-063,34.18662381,70.99031699,0.3951890067
politeness-complaint-072,24.96321153,62.89137172,0.5147643585
politeness-complaint-089,36.5607874,53.60572228,0.4986107568
politeness-correction-002,40.44351353,60.76446109,0.4088631834
politeness-correction-005,32.56135905,56.08157837,0.510857698
politeness-correction-007,25.38818967,69.77689071,0.4678333707
politeness-correction-024,33.88782161,75.51575662,0.3758370303
politeness-correction-027,66.5583755,84.0862156,0.08443597663
politeness-correction-045,26.07931271,48.8580694,0.6198030417
politeness-correction-051,28.25928812,66.22452328,0.4691830802
politeness-correction-076,31.89616641,66.66282301,0.4388704693
politeness-correction-087,41.53767188,82.93438687,0.2877062357
politeness-criticism-or-feedback-023,50.98962502,72.52514352,0.2431968555
politeness-criticism-or-feedback-036,32.58446636,84.45920183,0.3596474473
politeness-criticism-or-feedback-041,45.79798352,61.45530854,0.3572046744
politeness-criticism-or-feedback-050,24.33642473,62.56305216,0.5212449115
politeness-criticism-or-feedback-054,23.2323894,75.11835585,0.4551791614
politeness-criticism-or-feedback-071,36.21299355,76.25431359,0.3537142951
politeness-criticism-or-feedback-099,50.14332932,83.96444374,0.2108845224
politeness-criticism-or-feedback-100,45.38802571,79.95057339,0.2618386578
politeness-disagreement-012,56.78811636,89.78304981,0.15001495
politeness-disagreement-035,33.70226438,63.97416874,0.4423179146
politeness-disagreement-047,54.10708,81.71075456,0.1822501401
politeness-disagreement-048,45.21742256,58.95648332,0.3810701966
politeness-disagreement-075,40.34756593,89.36753675,0.2904828397
politeness-disagreement-086,43.42845997,87.73837119,0.2644860458
politeness-inquiry-sensitive-008,26.09743142,76.52124767,0.4304087251
politeness-inquiry-sensitive-009,56.00437448,70.38531714,0.2126578445
politeness-inquiry-sensitive-016,37.22331088,63.76452403,0.4147431087
politeness-inquiry-sensitive-092,56.41861849,82.57925819,0.1613117958
politeness-refusal-038,31.42019646,62.42739348,0.4712430711
politeness-refusal-058,29.91096526,56.18475918,0.5305276602
politeness-refusal-064,30.69550565,62.26282468,0.4780136197
politeness-refusal-069,54.64598318,61.72287457,0.2796176941
politeness-refusal-077,50.67690262,67.95534419,0.2712192405
politeness-refusal-080,37.72916251,57.02613902,0.4608785301
politeness-refusal-083,45.23064379,63.04000708,0.3507586551
politeness-refusal-090,43.2582758,62.37939149,0.3726593721
politeness-reminder-017,38.44501482,87.5582535,0.3076127319
politeness-reminder-018,24.66880615,54.9676216,0.5776606783
politeness-reminder-019,33.3825547,61.00031781,0.4661432193
politeness-reminder-021,25.04710873,63.06610697,0.5129691265
politeness-reminder-079,40.64884899,69.24022275,0.3506427511
politeness-reminder-094,23.34314935,67.11833149,0.4970921659
politeness-request-001,56.93874862,83.09169431,0.1560381081
politeness-request-006,34.16005991,58.91208738,0.4756651584
politeness-request-025,25.19903222,59.46436387,0.538432186
politeness-request-029,47.26227761,70.30069116,0.2870911942
politeness-request-031,46.30594328,70.36412959,0.2950693145
politeness-request-037,43.09632704,78.94228292,0.2849936443
politeness-request-053,29.18471684,65.49043099,0.4671583274
politeness-request-056,38.95735692,70.97298885,0.355484385
politeness-request-061,51.71087198,55.20318867,0.3548016428
politeness-request-074,49.86217233,79.28740415,0.2250491295
politeness-request-093,41.6358561,63.30429557,0.3802039551
politeness-request-097,24.61213557,57.25180984,0.5595872862
