metric,observed,null_mean,null_sd,null_min,null_max,p_value,n_sim
step_cosine,-0.28896283,0.9462365447,0.009631944954,0.8951064913,0.9685982051,0.000999000999,1000
midpoint_residual,0.6608865138,0.08353222132,0.007657809437,0.06327687143,0.1188690149,0.000999000999,1000
