component,variance_ratio,cumulative
1,0.867378626,0.867378626
2,0.02277367446,0.8901523005
3,0.01386683861,0.9040191391
4,0.006819346706,0.9108384858
5,0.006412621262,0.9172511071
6,0.004279760533,0.9215308676
7,0.003614579316,0.9251454469
8,0.00326920943,0.9284146563
