row,col,cosine_mean,cosine_std,n_seeds
positive-neutral,positive-neutral,1,0,3
positive-neutral,neutral-negative,-0.1464383325,2.726555043e-05,3
positive-neutral,positive-negative,0.5639275405,0.0002331908577,3
neutral-negative,positive-neutral,-0.1464383325,2.726555043e-05,3
neutral-negative,neutral-negative,1,0,3
neutral-negative,positive-negative,0.8369062534,0.0002411974869,3
positive-negative,positive-neutral,0.5639275405,0.0002331908577,3
positive-negative,neutral-negative,0.8369062534,0.0002411974869,3
positive-negative,positive-negative,1,0,3
