row,positive-neutral_mean,positive-neutral_std,neutral-negative_mean,neutral-negative_std,positive-negative_mean,positive-negative_std,n_seeds
positive-neutral,1,0,-0.306894973,5.887794671e-05,0.4219960872,0.0001274873712,3
neutral-negative,-0.306894973,5.887794671e-05,1,0,0.7979559346,0.0002573225698,3
positive-negative,0.4219960872,0.0001274873712,0.7979559346,0.0002573225698,1,0,3
