step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.6370023995,0.003934148804,0.7782499834,0.002939168884,3
neutral-negative,0.8125929274,0.00104055124,0.8966080529,0.0006333887009,3
positive-negative,0.8003097086,0.002164554097,0.889078964,0.001335086944,3
