step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.7745571702,0.004016975169,0.8729544054,0.002554532173,3
neutral-negative,0.8996442337,0.001121755697,0.947171039,0.0006215572645,3
positive-negative,0.8465062722,0.002845293606,0.9168717191,0.001668187161,3
