row,positive-neutral_mean,positive-neutral_std,neutral-negative_mean,neutral-negative_std,positive-negative_mean,positive-negative_std,n_seeds
positive-neutral,1,0,-0.2020382965,0.0002623309779,0.5040312978,0.0005644763084,3
neutral-negative,-0.2020382965,0.0002623309779,1,0,0.8627799655,0.0002352748055,3
positive-negative,0.5040312978,0.0005644763084,0.8627799655,0.0002352748055,1,0,3
