layer,spearman,kendall,probe_r2,monotone_fraction,midpoint_residual_median,midpoint_residual_iqr25,midpoint_residual_iqr75,pc1_frac_mean,pc1_frac_iqr25,pc1_frac_iqr75
1,0.6798337126,0.5419118602,0.7581962513,0.5694444444,0.7431741562,0.5844683123,0.9097761683,0.7411934701,0.6305016032,0.846519489
2,0.7257561343,0.5680128781,0.744591457,0.5416666667,0.772684975,0.645076887,0.8772345595,0.7144719384,0.6466034908,0.7931848158
3,0.7418517158,0.5866414272,0.7535293916,0.5555555556,0.7684851947,0.6644607804,0.88855407,0.6881111189,0.6226705611,0.751678872
4,0.7287570055,0.5710650133,0.7395479849,0.5416666667,0.762026644,0.6595530559,0.8781271259,0.6957505273,0.6220853663,0.7681735215
5,0.768132072,0.6165313026,0.7610605096,0.6111111111,0.7650997155,0.6705063737,0.873302669,0.6782879474,0.6026108306,0.7495849595
6,0.7228461987,0.5644345127,0.7477403732,0.4861111111,0.7664049707,0.6657581117,0.8713571854,0.6950569415,0.6306673564,0.7655128968
7,0.7675864591,0.6157945803,0.8075894489,0.5833333333,0.7463872511,0.6473120826,0.858874994,0.6946654738,0.6143616255,0.7662309079
8,0.7634034266,0.6107427704,0.7851410052,0.5694444444,0.7456605579,0.6609270494,0.8449890749,0.6943473268,0.6302195909,0.7676752762
9,0.77240604,0.6211621283,0.7955103666,0.5833333333,0.7370568026,0.6415910663,0.8446518762,0.6857965519,0.6124507851,0.7572810921
10,0.7602206845,0.607059159,0.8174681177,0.5694444444,0.7352223965,0.6587285189,0.8088028087,0.6796354634,0.6030038284,0.7459194347
11,0.7824089437,0.6327391927,0.828811171,0.6666666667,0.7377473273,0.6430882029,0.788353888,0.6798704289,0.6124919591,0.7508747884
12,0.7827726857,0.6331601769,0.8318389181,0.7083333333,0.7340164798,0.6485524908,0.8011541373,0.6780100733,0.6101774413,0.7592608627
13,0.7768618789,0.6263191843,0.8357487612,0.6805555556,0.7467841952,0.6735264574,0.8127304171,0.668353508,0.598767945,0.7455363293
14,0.7489446839,0.59400865,0.84272819,0.5833333333,0.7455755297,0.6725680633,0.8198859896,0.6692414609,0.5966896235,0.7529039155
15,0.7894109763,0.6408431378,0.8343834161,0.6388888889,0.7352107647,0.6623964918,0.8141860998,0.6721146141,0.5990532317,0.7504712623
16,0.7955036541,0.6478946225,0.8543829001,0.6666666667,0.7131821311,0.6495203751,0.8265763319,0.6769615127,0.6099370392,0.753386339
17,0.7704963947,0.6189519615,0.8639765589,0.625,0.7268923061,0.6587902122,0.8180049348,0.6760993495,0.6034622146,0.7569458519
18,0.7497631033,0.5949558644,0.8675063029,0.5694444444,0.7368928318,0.6606430184,0.8160363175,0.6787374529,0.6052108166,0.7605636151
19,0.7569470069,0.6032703015,0.8553570149,0.5555555556,0.7415790099,0.6332879729,0.8199637393,0.6826507467,0.6141971152,0.7618405271
20,0.7658586848,0.6135844134,0.8758802462,0.5972222222,0.7551077401,0.6370244331,0.812515458,0.6802566149,0.6052593917,0.7476401929
21,0.7654040074,0.6130581832,0.8695943379,0.5833333333,0.7532824367,0.6353544446,0.8329227361,0.688145247,0.6164352401,0.7620899736
22,0.7513090066,0.596745047,0.8563655133,0.5555555556,0.7528490718,0.6437932669,0.8556419648,0.68880967,0.6180000562,0.7603031687
23,0.7506724582,0.5961135708,0.8537240697,0.5416666667,0.7595564625,0.6592089394,0.8658311384,0.6884376319,0.6254109622,0.7556253466
24,0.7472169096,0.5921142213,0.8549642169,0.5138888889,0.7587064355,0.6627022169,0.8752289819,0.6874262702,0.6297066507,0.7545590114
25,0.7473078451,0.5922194673,0.8472801821,0.5,0.767496294,0.6516368499,0.8827740434,0.6920079079,0.6249607931,0.7529221943
26,0.7383961673,0.5821158475,0.8543232439,0.5138888889,0.76975026,0.6558385171,0.8872336139,0.6908947949,0.6336014453,0.7493181938
27,0.759947878,0.6080063733,0.8350111634,0.6527777778,0.7951420985,0.6447331554,0.9878080914,0.7303697078,0.6556470184,0.8070010989
