row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.7594062881,0.6734923747,0.7611680863,0.006692167244
KMeans,0.7594062881,1,0.3363174427,0.9910231683,0.022448918
LogReg,0.6734923747,0.3363174427,1,0.3332556559,-0.005590407084
PCA,0.7611680863,0.9910231683,0.3332556559,1,0.02510584473
Random,0.006692167244,0.022448918,-0.005590407084,0.02510584473,1
