step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.8643097747,0.00129217894,0.9272165668,0.0007436706132,3
neutral-negative,0.9181379147,0.0007863880543,0.9573219899,0.0004273828107,3
positive-negative,0.9164643469,0.0004435175489,0.9564115426,0.0002415435021,3
