step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.8566122395,0.001523975067,0.9227686558,0.0008843899029,3
neutral-negative,0.9148280629,0.0008944311978,0.9555196471,0.000487798947,3
positive-negative,0.9129032873,0.0005497870592,0.9544687787,0.0003005449379,3
