metric,observed,null_mean,null_sd,p_value
spearman,0.3838386973,-0.006753778737,0.119177018,0.009900990099
kendall,0.29447842,-0.005247567556,0.09189440171,0.009900990099
probe_r2,0.8973644549,-0.5783970034,0.2011600799,0.009900990099
monotone_fraction,0.3472222222,0.1920833333,0.03797502272,0.009900990099
midpoint_residual_median,0.7857221917,0.81447614,0.09081380355,0.3861386139
pc1_frac_centroids,0.8718791718,0.8735952337,0.1004422679,0.6435643564
