perm,spearman,kendall,probe_r2,monotone_fraction,midpoint_residual_median,pc1_frac_centroids
0,-0.1787791705,-0.1372408362,-0.6080715493,0.1388888889,0.9326413774,0.8932080646
1,-0.1009383923,-0.07777682359,-0.4814171528,0.1805555556,0.8553662236,0.8207132867
2,0.06747413253,0.05041285318,-0.7031142727,0.1944444444,0.7801855233,0.8833094274
3,-0.1687762668,-0.1298736134,-0.4296405831,0.1805555556,0.6942300523,0.9721288471
4,0.05683468036,0.04567678138,-0.6149053692,0.1666666667,0.8073473678,0.9726487689
5,-0.202695204,-0.1557641393,-0.789070771,0.1527777778,0.9559752191,0.8496760474
6,-0.008275129461,-0.006209516362,-0.7126894269,0.1527777778,0.8634335817,0.8294359039
7,0.1002109084,0.07704010131,-0.4444117512,0.2083333333,0.7140308161,0.9292720861
8,0.06219987419,0.04609776554,-0.4393904933,0.1944444444,0.9672207513,0.9221208873
9,-0.2158808499,-0.1664992353,-0.5701782017,0.2222222222,0.7764454803,0.6600611525
10,-0.06911097132,-0.05409646458,-0.3780448746,0.1805555556,0.7197695931,0.7189706284
11,-0.04692271211,-0.0386252967,-0.3753959537,0.2638888889,0.8814847724,0.8279418742
12,-0.0852065528,-0.06619975919,-0.6115126813,0.1805555556,0.7922830148,0.8424945445
13,-0.09811939218,-0.07482993447,-0.6743271098,0.2222222222,0.7349661454,0.7232849039
14,-0.2125162368,-0.1631313621,-0.6357209369,0.1944444444,0.9453516054,0.8968292536
15,-0.03537390506,-0.02820593873,-0.732611453,0.1666666667,0.7329949204,0.8719787648
16,0.09620974692,0.07525091863,-0.8162567146,0.1944444444,0.7771893269,0.8237304504
17,-0.08793461746,-0.06830467999,-0.9460534225,0.2083333333,0.8813269054,0.918896878
18,-0.05792590622,-0.04504530514,-0.3100569329,0.2083333333,0.7140308161,0.8230592467
19,-0.1785972996,-0.1379775585,-0.7490961096,0.2361111111,0.7303445699,0.7131115667
20,-0.2079694624,-0.1607107031,-0.5372591868,0.2361111111,0.8284176874,0.6420902866
