perm,spearman,kendall,probe_r2,monotone_fraction,midpoint_residual_median,pc1_frac_centroids
21,0.03473735664,0.02641675605,-0.5471677914,0.1666666667,0.8485066483,0.9058410718
22,-0.05801684171,-0.0454662893,-0.587524844,0.2361111111,0.8566158313,0.9070159921
23,0.08256942363,0.06398959235,-0.9886779396,0.1666666667,0.712248204,0.9277192679
24,0.1030299086,0.07809256171,-0.1369258903,0.1527777778,0.9012533793,0.9600836244
25,0.1902370421,0.1477654402,-0.7643874628,0.2638888889,0.7966281862,0.9440302486
26,0.08347877851,0.06504205275,-0.6046744922,0.1805555556,0.7862347521,0.9480204127
27,-0.05183322849,-0.0417826779,-0.7067673866,0.2083333333,0.7559306817,0.770572633
28,-0.0676560035,-0.05314925022,-0.7687169745,0.1388888889,0.8111492217,0.8347444735
29,0.1274006195,0.09714209496,-0.5989624149,0.2361111111,0.9752262109,0.9133166125
30,0.1270368775,0.09651061872,-0.4908772166,0.1805555556,0.9083919581,0.9499202759
31,-0.06974751974,-0.05304400418,-0.6762201534,0.1527777778,0.7886102939,0.924838943
32,-0.1121234574,-0.08766995135,-0.2176838518,0.2222222222,0.8138706646,0.7424260355
33,0.09257232737,0.07177779931,-0.5113184219,0.1527777778,0.7924121478,0.9570137854
34,0.1223991676,0.09461619,-0.7518414728,0.1944444444,0.8050717008,0.9390717343
35,-0.1103047476,-0.08766995135,-0.3724648308,0.1805555556,0.6794795088,0.9372942518
36,0.1415865557,0.1093506356,-0.4046216841,0.1944444444,0.8392025028,0.9673296073
37,0.07602206845,0.05872729034,-0.6174544705,0.1805555556,0.7966281862,0.9642693109
38,-0.03155461454,-0.02515380357,-0.4360274719,0.1527777778,0.8325255788,0.8625454121
39,0.1293102648,0.1002994762,-0.2882507067,0.25,0.6942300523,0.8850338323
40,0.1083951024,0.08314437163,-0.6499928735,0.1805555556,0.9020995389,0.9656189508
41,0.1059398442,0.08146043499,-0.3750158065,0.25,0.7349661454,0.9640190209
42,0.03164555003,0.02220691445,-0.4746376632,0.1527777778,0.7457512912,0.9662514996
43,0.04846861541,0.03757283629,-0.7483241121,0.1527777778,0.7272613495,0.9509075583
44,0.06883816485,0.05378072646,-0.5489734915,0.3194444444,0.7764454803,0.9085069551
45,0.1341298457,0.09998373804,-0.5330648682,0.1527777778,1.085423863,0.9603189338
46,-0.0278262595,-0.01926002533,-0.8265867736,0.1805555556,0.9012533793,0.8851318989
47,0.05528877706,0.04241415414,-0.6301995151,0.1666666667,0.7072232873,0.8978392321
48,0.13121991,0.1020886588,-0.6729265883,0.2222222222,0.7966281862,0.9297100121
49,-0.2288846248,-0.1769185933,-0.4653180454,0.2083333333,0.8397615174,0.6540062413
50,-0.03792009874,-0.02978462933,-0.6365374223,0.09722222222,0.8077473332,0.9464279464
51,-0.1695946862,-0.1286106609,-0.5823568751,0.2222222222,0.8070413303,0.98198452
52,-0.0366470019,-0.02767970853,-0.6585609491,0.1666666667,0.7204486146,0.9043710567
53,0.02382509801,0.01862854909,-0.4713625254,0.1666666667,0.8458026891,0.9311297303
54,0.08866210136,0.06904140227,-0.3939788946,0.1527777778,0.7559306817,0.937188524
55,0.09048081114,0.06956763247,-0.5759422466,0.1666666667,0.7905799234,0.9501632481
56,0.1697765572,0.1282949228,-0.469249175,0.2083333333,0.7880669764,0.9836370968
57,-0.1236722645,-0.09293225336,-0.4929503205,0.1666666667,0.9464293198,0.9520778708
58,0.2194273339,0.1724982596,-0.4226177482,0.25,0.7340872448,0.9772324288
59,0.1183980061,0.09114307068,-0.5181997673,0.2083333333,0.8607121389,0.8925536892
60,0.1123962639,0.08577552263,-0.4914141465,0.1805555556,0.9033491466,0.9518586902
61,0.03382800175,0.02536429565,-0.3517153232,0.1527777778,0.7928263323,0.9140172518
62,-0.1724136863,-0.134083455,-0.7473741403,0.2638888889,0.7170944694,0.703229159
63,0.2737158206,0.2120707707,-0.3153039277,0.2361111111,0.7519685606,0.9784980724
64,0.09293606933,0.07072533891,-0.5001549964,0.2222222222,0.8352470216,0.9448504678
65,0.1143059091,0.08461781619,-0.2868939227,0.09722222222,0.8619664099,0.9818574592
66,-0.04064816339,-0.03031085953,-0.3665057881,0.2083333333,0.7717682162,0.9292783763
67,-0.09766471473,-0.07461944239,-0.8439859332,0.1805555556,0.9640472697,0.965564153
68,-0.05283351886,-0.03925677294,-0.4237049976,0.1527777778,0.9400915094,0.9204743953
69,0.2136983982,0.1643943145,-0.7484025587,0.2777777778,0.7886102939,0.9816291275
70,-0.004273967963,-0.003999349522,-0.5975692814,0.1805555556,0.7519685606,0.9295114213
71,-0.05101480909,-0.03820431254,-0.7506062578,0.2361111111,0.6789949297,0.7557012911
72,-0.1715043315,-0.1337677169,-0.6665686032,0.1805555556,0.8814847724,0.7071452784
73,0.04574055075,0.03546791549,-1.037939166,0.2222222222,0.7170944694,0.7926259416
74,0.05046919616,0.0391515269,-0.5407226907,0.1944444444,1.052511357,0.9577800387
75,0.09739190827,0.07598764091,-0.6117973406,0.1944444444,0.6942546338,0.8877789517
76,-0.08375158498,-0.06493680671,-0.2067795721,0.1805555556,0.8566158313,0.97298185
77,-0.0533791318,-0.0412564477,-0.9820277098,0.1944444444,0.7338969679,0.9111280104
78,0.0501963897,0.03830955858,-0.5427483798,0.2222222222,0.6996443692,0.9234796642
79,0.06001742246,0.04725547198,-0.3859400749,0.1666666667,0.7764762374,0.9423210405
80,0.02973590477,0.02420658921,-0.2758795604,0.1805555556,0.8553662236,0.9415749745
81,0.0740214877,0.05735909182,-0.4023762796,0.1944444444,0.8478707004,0.935879262
82,-0.1958750424,-0.1503965912,-0.7222607224,0.1666666667,0.8925082484,0.7888069888
83,0.1649569763,0.1275582005,-0.5581516521,0.1527777778,0.9528017375,0.9739146823
84,-0.1048486183,-0.07946076023,-0.9701927637,0.1666666667,1.132709028,0.6697397198
85,0.03519203408,0.02652200209,-0.7218787619,0.2222222222,0.8119562805,0.8564586487
86,-0.07574926199,-0.0586220443,-0.4356532711,0.1527777778,0.7342819178,0.8178215566
87,0.008093258483,0.005051809922,-0.1928249104,0.1944444444,0.8304856987,0.6552638064
88,0.02982684025,0.02378560505,-0.2493562869,0.1527777778,0.8119633716,0.8169222943
89,-0.2906298215,-0.2237530811,-0.9293488161,0.2638888889,0.7657199535,0.6272665698
90,0.01554996855,0.01178755648,-0.6482704438,0.1666666667,0.8439152192,0.810764791
91,-0.215153366,-0.1668149735,-0.946016717,0.1805555556,0.8070413303,0.587312622
92,-0.03437361468,-0.02462757337,-0.7474283217,0.2361111111,0.7612145149,0.8268580729
93,-0.115760877,-0.08966962612,-0.7821465182,0.1666666667,0.8345935901,0.9660951034
94,-0.1683215894,-0.131347058,-0.8454087915,0.1527777778,0.7276694463,0.727040197
95,-0.008638871415,-0.007051484683,-0.6125286808,0.1666666667,0.8553662236,0.7729250912
96,0.09930155353,0.08030272855,-0.1616847828,0.2361111111,0.6634124104,0.9440190903
97,-0.1051214248,-0.07925026815,-0.9524993519,0.2361111111,0.9317265179,0.7383846566
98,-0.05210603496,-0.03999349522,-0.4315712916,0.2083333333,0.6761215014,0.8544781553
99,-0.1896914292,-0.1454500273,-0.6794815202,0.1805555556,0.7880669764,0.6811596357
