valence_r_half,valence_R_full,markedness_r_half,markedness_R_full,mean_cos_valence,mean_capture_valence,mean_cos_bend,median_theta1,median_theta2,median_overlap,contrast_within_intent_mean,contrast_between_intent_mean,contrast_gap
0.8828846994,0.9378000678,0.7994692949,0.8885611965,0.4283193635,0.1963497769,0.3267679508,59.31430624,73.34851184,0.1746130272,0.2517170438,0.1636042878,0.08811275598
