frac_valence_1d,frac_plane_2d,neutral_markedness_sign_frac,markedness_r_half,markedness_R_full,shared_bend_r2_cv,shared_bend_frac_scenarios_improved
0.1385787587,0.2062591551,0.9583333333,0.7986678849,0.8880659866,0.1115185544,0.8333333333
