method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.5271645022,0.02906483964,0.5836580087,0.07484891049,
KMeans,0.5177489177,0.0301934475,0.5601731602,0.06508226462,
LogReg,0.9528138528,0.0201234687,0.9859307359,0.01382996628,
PCA,0.5177489177,0.0301934475,0.5601731602,0.06508226462,
