row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.086562957,0.7052008733,0.5731894384,0.04545009804
KMeans,0.086562957,1,0.01829158271,0.8375279006,0.009431737908
LogReg,0.7052008733,0.01829158271,1,0.2970626662,0.01827612584
PCA,0.5731894384,0.8375279006,0.2970626662,1,0.03983196028
Random,0.04545009804,0.009431737908,0.01827612584,0.03983196028,1
