row,MeanDiff_mean,MeanDiff_std,KMeans_mean,KMeans_std,LogReg_mean,LogReg_std,PCA_mean,PCA_std,Random_mean,Random_std,n_seeds
MeanDiff,1,0,0.03465426238,0,0.7880157265,0,0.05669629927,1.650828078e-09,0.03394719903,0.00373716998,3
KMeans,0.03465426238,0,1,0,0.01322905118,0,0.9971344857,1.527525358e-10,0.01637183021,0.009869727203,3
LogReg,0.7880157265,0,0.01322905118,0,1,0,0.02494612444,4.580636782e-09,0.01643902586,0.01418423909,3
PCA,0.05669629927,1.650828078e-09,0.9971344857,1.527525358e-10,0.02494612444,4.580636782e-09,1,0,0.01717724683,0.008141954279,3
Random,0.03394719903,0.00373716998,0.01637183021,0.009869727203,0.01643902586,0.01418423909,0.01717724683,0.008141954279,1,0,3
