row,col,cosine_mean,cosine_std,n_seeds
MeanDiff,MeanDiff,1,0,3
MeanDiff,KMeans,0.02753636209,0,3
MeanDiff,LogReg,0.6931298546,0,3
MeanDiff,PCA,0.05338861776,2.243598298e-09,3
MeanDiff,Random,0.03289633144,0.00258922566,3
KMeans,MeanDiff,0.02753636209,0,3
KMeans,KMeans,1,0,3
KMeans,LogReg,-0.0002247496578,0,3
KMeans,PCA,0.9977333244,8.504900621e-10,3
KMeans,Random,0.0164688764,0.00963035798,3
LogReg,MeanDiff,0.6931298546,0,3
LogReg,KMeans,-0.0002247496578,0,3
LogReg,LogReg,1,0,3
LogReg,PCA,0.0161179799,3.509658104e-09,3
LogReg,Random,0.00171016082,0.01544027368,3
PCA,MeanDiff,0.05338861776,2.243598298e-09,3
PCA,KMeans,0.9977333244,8.504900621e-10,3
PCA,LogReg,0.0161179799,3.509658104e-09,3
PCA,PCA,1,0,3
PCA,Random,0.01754093767,0.007650008463,3
Random,MeanDiff,0.03289633144,0.00258922566,3
Random,KMeans,0.0164688764,0.00963035798,3
Random,LogReg,0.00171016082,0.01544027368,3
Random,PCA,0.01754093767,0.007650008463,3
Random,Random,1,0,3
