valence_r_half_mean,valence_r_half_std,valence_R_full_mean,valence_R_full_std,markedness_r_half_mean,markedness_r_half_std,markedness_R_full_mean,markedness_R_full_std,mean_cos_valence,mean_capture_valence,mean_cos_bend,median_theta1,median_theta2,median_overlap,contrast_within_intent_mean,contrast_between_intent_mean,contrast_gap,n_seeds
0.9162129294,0.0002875648196,0.9562746398,0.0001566397878,0.8798959556,0.0008189062496,0.9361111996,0.0004633284272,0.4926181488,0.2524191542,0.4128635171,55.30557233,67.66071164,0.2345296845,0.3894600085,0.2155529992,0.1739070093,3
