metric,point,mean_mean,mean_std,sd_mean,sd_std,ci_lo_mean,ci_lo_std,ci_hi_mean,ci_hi_std,n_seeds
midpoint_residual,2.042084778,1.821558758,0.007833831215,0.3987797571,0.003340768082,1.081990527,0.01920185237,2.647338791,0.003731337266,3
valence_offset,0.7503431034,0.5280059908,0.01126030077,0.6206135025,0.006819520415,-0.7009761956,0.02252390412,1.446175391,0.01025375392,3
markedness,1.899235496,1.608555242,0.008783313497,0.4751772827,0.004600931442,0.7155767367,0.02255669567,2.541071361,0.02833935109,3
markedness_ratio,3.798470992,3.217110484,0.01756662717,0.9503545655,0.009201862885,1.431153473,0.04511339158,5.082142722,0.05667870171,3
apex_angle_deg,25.84950266,28.50316969,0.1042850161,6.759229573,0.08384597625,19.18648327,0.2062689504,45.08593807,0.3565870364,3
effective_vertices,13.92676698,13.24985707,0.04401647177,2.77053937,0.01637166008,7.985087919,0.06302443841,18.76465704,0.2018923109,3
step_cosine,-0.8999424026,-0.8729355873,0.0009443776721,0.06544479294,0.001381135976,-0.9444498447,0.001182730269,-0.7060361641,0.00441094826,3
