row,positive-neutral_mean,positive-neutral_std,neutral-negative_mean,neutral-negative_std,positive-negative_mean,positive-negative_std,n_seeds
positive-neutral,1,0,-0.2290376984,0.0001892772139,0.4513505895,0.0003928032245,3
neutral-negative,-0.2290376984,0.0001892772139,1,0,0.8808424266,0.0003052895313,3
positive-negative,0.4513505895,0.0003928032245,0.8808424266,0.0003052895313,1,0,3
