row,col,cosine_mean,cosine_std,n_seeds
positive-neutral,positive-neutral,1,0,3
positive-neutral,neutral-negative,-0.03501941116,3.659747048e-05,3
positive-neutral,positive-negative,0.5586895984,0.0006331992638,3
neutral-negative,positive-neutral,-0.03501941116,3.659747048e-05,3
neutral-negative,neutral-negative,1,0,3
neutral-negative,positive-negative,0.9068649349,0.0003578534431,3
positive-negative,positive-neutral,0.5586895984,0.0006331992638,3
positive-negative,neutral-negative,0.9068649349,0.0003578534431,3
positive-negative,positive-negative,1,0,3
