row,positive-neutral_mean,positive-neutral_std,neutral-negative_mean,neutral-negative_std,positive-negative_mean,positive-negative_std,n_seeds
positive-neutral,1,0,-0.03501941116,3.659747048e-05,0.5586895984,0.0006331992638,3
neutral-negative,-0.03501941116,3.659747048e-05,1,0,0.9068649349,0.0003578534431,3
positive-negative,0.5586895984,0.0006331992638,0.9068649349,0.0003578534431,1,0,3
