row,positive-neutral_mean,positive-neutral_std,neutral-negative_mean,neutral-negative_std,positive-negative_mean,positive-negative_std,n_seeds
positive-neutral,1,0,-0.2534172254,0.0002313717956,0.3929017219,0.0003743645203,3
neutral-negative,-0.2534172254,0.0002313717956,1,0,0.881651055,0.0002764909847,3
positive-negative,0.3929017219,0.0003743645203,0.881651055,0.0002764909847,1,0,3
