metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,p_value_mean,p_value_std,n_seeds
spearman,0.8472459471,-0.014195636,0.005281381173,0.1171195585,0.008756487363,0.009900990099,0,3
kendall,0.7077796193,-0.01107398833,0.003887555799,0.09033300023,0.006795756999,0.009900990099,0,3
probe_r2,0.8581286457,-0.402398083,0.01419589619,0.1636777573,0.008737078578,0.009900990099,0,3
monotone_fraction,0.8055555556,0.3536111111,0.005321456673,0.06891222572,0.007355506369,0.009900990099,0,3
midpoint_residual_median,0.7187474495,0.8411024353,0.001220086526,0.02446507088,0.00115490128,0.009900990099,0,3
pc1_frac_centroids,0.7823242459,0.5920008392,0.006731427327,0.05557249222,0.004409808002,0.01650165017,0.0114326786,3
