row,positive-neutral_mean,positive-neutral_std,neutral-negative_mean,neutral-negative_std,positive-negative_mean,positive-negative_std,n_seeds
positive-neutral,1,0,-0.3592188787,0.0006661401259,0.3864512063,0.000782092205,3
neutral-negative,-0.3592188787,0.0006661401259,1,0,0.903671689,0.0009937634765,3
positive-negative,0.3864512063,0.000782092205,0.903671689,0.0009937634765,1,0,3
