row,col,cosine_mean,cosine_std,n_seeds
MeanDiff,MeanDiff,1,0,3
MeanDiff,KMeans,0.4399283046,0,3
MeanDiff,LogReg,0.8148793368,1.359739956e-16,3
MeanDiff,PCA,0.4227523529,6.798699778e-17,3
MeanDiff,Random,0.04308429875,0.0275856762,3
KMeans,MeanDiff,0.4399283046,0,3
KMeans,KMeans,1,0,3
KMeans,LogReg,0.0845482875,0,3
KMeans,PCA,0.9986643289,0,3
KMeans,Random,0.01079112024,0.008015863951,3
LogReg,MeanDiff,0.8148793368,1.359739956e-16,3
LogReg,KMeans,0.0845482875,0,3
LogReg,LogReg,1,0,3
LogReg,PCA,0.06867200327,0,3
LogReg,Random,0.03259202284,0.02206881343,3
PCA,MeanDiff,0.4227523529,6.798699778e-17,3
PCA,KMeans,0.9986643289,0,3
PCA,LogReg,0.06867200327,0,3
PCA,PCA,1,0,3
PCA,Random,0.01065619189,0.00909868895,3
Random,MeanDiff,0.04308429875,0.0275856762,3
Random,KMeans,0.01079112024,0.008015863951,3
Random,LogReg,0.03259202284,0.02206881343,3
Random,PCA,0.01065619189,0.00909868895,3
Random,Random,1,0,3
