method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.6923506559,0.076478362,0.821733427,0.06094335275,0.8
KMeans,0.5147262512,0.03107290799,0.5803816546,0.05576708017,0.78
LogReg,0.976600289,0.006714438899,0.9975609756,0.00487804878,0.89
PCA,0.5147262512,0.03107290799,0.5803816546,0.05576708017,0.81
