row,col,cosine_mean,cosine_std,n_seeds
MeanDiff,MeanDiff,1,0,3
MeanDiff,KMeans,0.2892591086,0,3
MeanDiff,LogReg,0.7185332799,0,3
MeanDiff,PCA,0.2843236555,0,3
MeanDiff,Random,0.04376146143,0.02849595931,3
KMeans,MeanDiff,0.2892591086,0,3
KMeans,KMeans,1,0,3
KMeans,LogReg,0.006132424705,0,3
KMeans,PCA,0.9997935973,0,3
KMeans,Random,0.00811684229,0.009897256938,3
LogReg,MeanDiff,0.7185332799,0,3
LogReg,KMeans,0.006132424705,0,3
LogReg,LogReg,1,0,3
LogReg,PCA,0.002220846197,0,3
LogReg,Random,0.03177193558,0.01669572158,3
PCA,MeanDiff,0.2843236555,0,3
PCA,KMeans,0.9997935973,0,3
PCA,LogReg,0.002220846197,0,3
PCA,PCA,1,0,3
PCA,Random,0.008161420152,0.01006802277,3
Random,MeanDiff,0.04376146143,0.02849595931,3
Random,KMeans,0.00811684229,0.009897256938,3
Random,LogReg,0.03177193558,0.01669572158,3
Random,PCA,0.008161420152,0.01006802277,3
Random,Random,1,0,3
