row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.8229282567,0.4948595263,0.8307531282,0.03141981611
KMeans,0.8229282567,1,0.1382355773,0.995849725,0.01095850919
LogReg,0.4948595263,0.1382355773,1,0.1516612838,0.03390381419
PCA,0.8307531282,0.995849725,0.1516612838,1,0.01110414363
Random,0.03141981611,0.01095850919,0.03390381419,0.01110414363,1
