method,raw_mean,raw_sd,centered_mean_mean,centered_mean_std,centered_sd_mean,centered_sd_std,paper_ref,n_seeds
MeanDiff,0.8383116883,0.02647735622,0.905952381,0,0.02835084732,0,,3
KMeans,0.6377705628,0.06001138364,0.8454545455,0.001316615281,0.03830889547,0.007303715468,,3
LogReg,0.929978355,0.02881634501,0.9576839827,0,0.009424909549,0,,3
PCA,0.7393939394,0.0514434821,0.8279220779,1.359739956e-16,0.03904662317,0,,3
