row,col,cosine_mean,cosine_std,n_seeds
MeanDiff,MeanDiff,1,0,3
MeanDiff,KMeans,0.6214759188,0,3
MeanDiff,LogReg,0.5223037705,0,3
MeanDiff,PCA,0.7822247541,4.065468405e-08,3
MeanDiff,Random,0.04440948238,0.003346404712,3
KMeans,MeanDiff,0.6214759188,0,3
KMeans,KMeans,1,0,3
KMeans,LogReg,0.1438911121,0,3
KMeans,PCA,0.9593350687,3.005034666e-08,3
KMeans,Random,0.02272329324,0.005257904011,3
LogReg,MeanDiff,0.5223037705,0,3
LogReg,KMeans,0.1438911121,0,3
LogReg,LogReg,1,0,3
LogReg,PCA,0.2279281303,9.418154455e-08,3
LogReg,Random,0.0164276286,0.01492600994,3
PCA,MeanDiff,0.7822247541,4.065468405e-08,3
PCA,KMeans,0.9593350687,3.005034666e-08,3
PCA,LogReg,0.2279281303,9.418154455e-08,3
PCA,PCA,1,0,3
PCA,Random,0.03445783231,0.002715535749,3
Random,MeanDiff,0.04440948238,0.003346404712,3
Random,KMeans,0.02272329324,0.005257904011,3
Random,LogReg,0.0164276286,0.01492600994,3
Random,PCA,0.03445783231,0.002715535749,3
Random,Random,1,0,3
