method,raw_mean,raw_sd,centered_mean_mean,centered_mean_std,centered_sd_mean,centered_sd_std,paper_ref,n_seeds
MeanDiff,0.6881452152,0.04729113862,0.7873586035,0,0.04581117314,0,,3
KMeans,0.626809559,0.04712346925,0.7033854222,0.001374643509,0.02684145335,0.0006091005387,,3
LogReg,0.8182527364,0.0335800082,0.91036339,0,0.03112848216,0,,3
PCA,0.6278935698,0.02847787041,0.7040203428,1.359739956e-16,0.04436218633,0,,3
