frac_valence_1d,frac_plane_2d,neutral_markedness_sign_frac,markedness_r_half,markedness_R_full,shared_bend_r2_cv,shared_bend_frac_scenarios_improved
0.09315529817,0.8186182675,0.7222222222,0.9721353363,0.9858708156,0.1753986505,0.6111111111
