row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.999236705,0.7738737385,0.9872811039,0.05165357562
KMeans,0.999236705,1,0.7591986428,0.990395918,0.05310069983
LogReg,0.7738737385,0.7591986428,1,0.6972037226,0.02709408228
PCA,0.9872811039,0.990395918,0.6972037226,1,0.05696356575
Random,0.05165357562,0.05310069983,0.02709408228,0.05696356575,1
