method,raw_mean,raw_sd,centered_mean_mean,centered_mean_std,centered_sd_mean,centered_sd_std,paper_ref,n_seeds
MeanDiff,0.6804524337,0.0407467316,0.7886363636,1.359739956e-16,0.0689935696,0,,3
KMeans,0.6285089572,0.02071504394,0.6940981241,0.002816342788,0.04827456855,0.002359545512,,3
LogReg,0.7838711153,0.05974516722,0.8956206666,1.359739956e-16,0.02739895789,4.249187361e-18,,3
PCA,0.6251636575,0.01979499441,0.6886314363,0,0.04788725838,0,,3
