row,MeanDiff_mean,MeanDiff_std,KMeans_mean,KMeans_std,LogReg_mean,LogReg_std,PCA_mean,PCA_std,Random_mean,Random_std,n_seeds
MeanDiff,1,0,0.8228937645,0,0.4956785887,0,0.8303610239,6.258061502e-09,0.02401561699,0.006634866264,3
KMeans,0.8228937645,0,1,0,0.1381111082,0,0.9958419571,1.001665258e-09,0.01592191203,0.007323295556,3
LogReg,0.4956785887,0,0.1381111082,0,1,0,0.151199906,8.866228063e-09,0.01677473377,0.03839606415,3
PCA,0.8303610239,6.258061502e-09,0.9958419571,1.001665258e-09,0.151199906,8.866228063e-09,1,0,0.01460021554,0.007003918812,3
Random,0.02401561699,0.006634866264,0.01592191203,0.007323295556,0.01677473377,0.03839606415,0.01460021554,0.007003918812,1,0,3
