step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.965985622,0.001335834339,0.982698249,0.0006913783964,3
neutral-negative,0.9522563291,0.004034299669,0.9755414436,0.002119548808,3
positive-negative,0.5858925985,0.01230939523,0.7388298137,0.009805267514,3
