row,MeanDiff_mean,MeanDiff_std,KMeans_mean,KMeans_std,LogReg_mean,LogReg_std,PCA_mean,PCA_std,Random_mean,Random_std,n_seeds
MeanDiff,1,0,0.9198444456,0,0.3643007552,0,0.9172878949,0,0.01129942226,0.003462724883,3
KMeans,0.9198444456,0,1,0,0.09957164883,1.699674944e-17,0.9991729479,0,0.005647891817,0.009401867335,3
LogReg,0.3643007552,0,0.09957164883,1.699674944e-17,1,0,0.09218098235,0,0.01991480408,0.00651431066,3
PCA,0.9172878949,0,0.9991729479,0,0.09218098235,0,1,0,0.005977644727,0.008871312627,3
Random,0.01129942226,0.003462724883,0.005647891817,0.009401867335,0.01991480408,0.00651431066,0.005977644727,0.008871312627,1,0,3
