method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.5512825115,0.02883250788,0.7037565551,0.04250923038,
KMeans,0.5347663042,0.02224606001,0.6681195228,0.06006083352,
LogReg,0.9025704783,0.02096102982,0.9691829444,0.009471189041,
PCA,0.5347663042,0.02224606001,0.6705004751,0.05954520763,
