row,col,cosine_mean,cosine_std,n_seeds
MeanDiff,MeanDiff,1,0,3
MeanDiff,KMeans,0.1204740592,0.01906788924,3
MeanDiff,LogReg,0.5378580292,0,3
MeanDiff,PCA,0.1723304144,3.21680537e-06,3
MeanDiff,Random,0.01662328357,0.004490097389,3
KMeans,MeanDiff,0.1204740592,0.01906788924,3
KMeans,KMeans,1,0,3
KMeans,LogReg,0.008816025504,0.003674520519,3
KMeans,PCA,0.9407786144,0.004361450987,3
KMeans,Random,0.01211240928,0.007685457469,3
LogReg,MeanDiff,0.5378580292,0,3
LogReg,KMeans,0.008816025504,0.003674520519,3
LogReg,LogReg,1,0,3
LogReg,PCA,0.02182077782,2.56305509e-06,3
LogReg,Random,0.02546288925,0.02475623992,3
PCA,MeanDiff,0.1723304144,3.21680537e-06,3
PCA,KMeans,0.9407786144,0.004361450987,3
PCA,LogReg,0.02182077782,2.56305509e-06,3
PCA,PCA,1,0,3
PCA,Random,0.01294713032,0.01059990963,3
Random,MeanDiff,0.01662328357,0.004490097389,3
Random,KMeans,0.01211240928,0.007685457469,3
Random,LogReg,0.02546288925,0.02475623992,3
Random,PCA,0.01294713032,0.01059990963,3
Random,Random,1,0,3
