method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.9142626451,0.04766899491,0.9713486702,0.005221285631,.80
KMeans,0.7594714342,0.05095861741,0.9665286935,0.004594852384,.78
LogReg,0.9623901481,0.02470166049,0.990520739,0.00875893405,.89
PCA,0.7547649004,0.04536640551,0.9498566248,0.008795917847,.81
