row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.9957601522,0.7866617735,0.9663124715,0.02531600778
KMeans,0.9957601522,1,0.7488940161,0.9807368272,0.02326363773
LogReg,0.7866617735,0.7488940161,1,0.669088532,0.02287000608
PCA,0.9663124715,0.9807368272,0.669088532,1,0.0204522732
Random,0.02531600778,0.02326363773,0.02287000608,0.0204522732,1
