step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.826490587,0.002189333791,0.9050028885,0.001313339542,3
neutral-negative,0.9194090619,0.0001847636433,0.9580126237,0.0001002974292,3
positive-negative,0.884229782,0.00156771137,0.9385578435,0.000883266134,3
