step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.6890018676,0.001541532721,0.8158680286,0.001081280881,3
neutral-negative,0.8511039382,0.000442548858,0.9195635993,0.0002582776398,3
positive-negative,0.8431381326,0.0008173664908,0.9148939915,0.0004811415935,3
