row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.2658124167,0.8185073836,0.26364432,0.03594911798
KMeans,0.2658124167,1,0.005438493955,0.9998823965,-0.01565221717
LogReg,0.8185073836,0.005438493955,1,0.004819498516,0.0108103943
PCA,0.26364432,0.9998823965,0.004819498516,1,-0.01494039531
Random,0.03594911798,-0.01565221717,0.0108103943,-0.01494039531,1
