row,MeanDiff_mean,MeanDiff_std,KMeans_mean,KMeans_std,LogReg_mean,LogReg_std,PCA_mean,PCA_std,Random_mean,Random_std,n_seeds
MeanDiff,1,0,0.3800124528,0,0.793432082,1.359739956e-16,0.3804923001,0,0.02456685777,0.006801322294,3
KMeans,0.3800124528,0,1,0,0.003663691257,0,0.9999029898,1.359739956e-16,0.001778777793,0.02789601563,3
LogReg,0.793432082,1.359739956e-16,0.003663691257,0,1,0,0.005860733523,0,0.008734771629,0.00684049338,3
PCA,0.3804923001,0,0.9999029898,1.359739956e-16,0.005860733523,0,1,0,0.001887734467,0.02764570717,3
Random,0.02456685777,0.006801322294,0.001778777793,0.02789601563,0.008734771629,0.00684049338,0.001887734467,0.02764570717,1,0,3
