perm,spearman,kendall,probe_r2,monotone_fraction,midpoint_residual_median,pc1_frac_centroids
0,-0.1381310072,-0.1070352227,-0.4380568048,0.4305555556,0.818190333,0.5556916597
1,-0.01600464599,-0.01262952481,-0.6601860648,0.3888888889,0.8371902832,0.5571145634
2,0.01773242027,0.01378723125,-0.258961597,0.3194444444,0.8180134446,0.621166296
3,0.03009964672,0.02441708129,-0.2561450253,0.3194444444,0.8112735025,0.6516727186
4,0.04319435707,0.03504693133,-0.2775763079,0.4305555556,0.8407857871,0.5774819395
5,0.09375448872,0.07230402951,-0.2435107293,0.3888888889,0.7758130273,0.6258366743
6,-0.2830821759,-0.223437343,-0.5275860894,0.3611111111,0.8229763022,0.5844734004
7,0.09339074677,0.07283025971,-0.3492774916,0.2916666667,0.8645491558,0.6452420684
8,-0.04101190535,-0.03104758181,-0.6828248863,0.2777777778,0.8774902796,0.5088496161
9,-0.02764438853,-0.02273314465,-0.2123898424,0.4166666667,0.8365576849,0.5289005944
10,0.07774984273,0.06030598094,-0.5289191826,0.3333333333,0.8056432191,0.6278401087
11,-0.3168192422,-0.2464862258,-0.6060215276,0.4027777778,0.8080572932,0.6211664652
12,-0.06019929344,-0.04515055118,-0.8588487316,0.2916666667,0.8253869308,0.6333394891
13,0.0334642598,0.02504855753,-0.32176214,0.375,0.8831255142,0.5351333983
14,-0.09748284376,-0.07535616467,-0.3081261542,0.375,0.8534990184,0.5289727657
15,-0.0509238736,-0.0391515269,-0.4342311986,0.3055555556,0.8405141805,0.6449268187
16,0.1079404249,0.08324961767,-0.4125927899,0.3472222222,0.8477545165,0.596350585
17,0.006911097132,0.003262627241,-0.255115087,0.375,0.8368360476,0.5704751984
18,-0.1805978803,-0.1388195268,-0.3672231087,0.4166666667,0.8365576849,0.5884025153
19,0.1554996855,0.1195595015,-0.1488708736,0.2916666667,0.8399907583,0.6195026739
20,0.1413137493,0.1095611277,-0.3033943131,0.4444444444,0.8313336889,0.5586621451
21,-0.04828674444,-0.03746759025,-0.2745820512,0.2638888889,0.8603851189,0.5215649627
22,0.03100900161,0.02389085109,-0.4952081189,0.2916666667,0.8000384567,0.5716436584
23,0.08666152062,0.06788369583,-0.2339366645,0.3472222222,0.8678237422,0.6070129376
24,-0.1091225863,-0.08493355431,-0.4932000487,0.3888888889,0.8076804019,0.5826726831
25,-0.003364613077,-0.006104270322,-0.4583295305,0.2777777778,0.7847252506,0.6977886565
26,-0.3193654359,-0.2455390114,-0.6982246904,0.3333333333,0.8308892895,0.5240351524
27,-0.1249453613,-0.09651061872,-0.3487115787,0.4166666667,0.8534990184,0.5207493669
28,-0.01645932343,-0.01241903272,-0.3783346781,0.3194444444,0.8400339304,0.5443821403
29,-0.1855083967,-0.1441870749,-0.5157569927,0.25,0.8337882309,0.5199087769
30,0.07984135897,0.06156893342,-0.5059088493,0.3472222222,0.8705522947,0.5709790015
31,0.011912549,0.009366897564,-0.4430788785,0.4027777778,0.8932381856,0.599481765
32,0.1466789431,0.1136657232,-0.424845341,0.3055555556,0.8115008945,0.6338801191
33,0.01018477472,0.006735746563,-0.2245239439,0.2916666667,0.8180119125,0.6314635726
34,-0.003637419543,-0.002420658921,-0.5314582463,0.375,0.7967589152,0.5460288089
35,-0.0867524561,-0.06662074335,-0.6531818828,0.4027777778,0.8291687479,0.580992931
36,0.02646222718,0.02104920801,-0.3495178324,0.2916666667,0.8335051599,0.5811778484
37,0.01700493636,0.01441870749,-0.5585829001,0.3055555556,0.814296613,0.567847865
38,-0.001727774283,-0.0010524604,-0.3276805491,0.3194444444,0.8552067877,0.6450362525
39,0.02355229154,0.01715510453,-0.5438171447,0.25,0.8208074443,0.6375974085
40,-0.06547355178,-0.0517810517,-0.4576228451,0.2777777778,0.8908967116,0.5998273398
41,-0.00063654842,-0.002525904961,-0.5498259799,0.2638888889,0.8273456447,0.5885270219
42,0.1644113633,0.1253480337,-0.241535909,0.2638888889,0.8822825973,0.67563778
43,-0.1505891691,-0.1174545807,-0.3595189007,0.4861111111,0.8308892895,0.5672086684
44,-0.008911677881,-0.006314762403,-0.4839443713,0.4027777778,0.8892870222,0.6223842148
45,0.07302119733,0.0575695839,-0.4165856403,0.4722222222,0.8552907408,0.6557581332
46,0.03691980836,0.02831118477,-0.07343283909,0.4583333333,0.8286892521,0.5053491976
47,-0.01545903306,-0.01357673917,-0.608770945,0.3888888889,0.8319651276,0.5044071248
48,0.1569546533,0.1192437634,-0.5025533901,0.3194444444,0.8387044636,0.6393918415
49,-0.09730097278,-0.07314599783,-0.3663658817,0.3194444444,0.860469072,0.5297733145
50,-0.02500725936,-0.02052297781,-0.1064324378,0.4166666667,0.8632977648,0.526627115
51,0.0979375212,0.07798731567,-0.2414130216,0.2916666667,0.860469072,0.5058972248
52,0.03591951799,0.02904790705,-0.3030704286,0.4444444444,0.8383502281,0.5126654668
53,-0.1370397813,-0.1067194846,-0.4513548174,0.4722222222,0.8144631474,0.5345853314
54,0.08875303685,0.06725221959,-0.1759559429,0.3611111111,0.84983584,0.5948198881
55,0.031827421,0.02441708129,-0.2888531532,0.2916666667,0.8669351919,0.6206896511
56,0.1248544258,0.09872078556,-0.4180849958,0.3194444444,0.8705522947,0.5721908237
57,0.06474606787,0.05030760714,-0.2147901942,0.3888888889,0.8766801239,0.5383851288
58,0.2621670136,0.1987045236,-0.3275593322,0.2083333333,0.8828234438,0.7317895902
59,0.05274258338,0.0417826779,-0.277709393,0.4027777778,0.8020501184,0.5771110189
60,0.2673503364,0.2034405954,-0.5212202276,0.2777777778,0.8516131751,0.7611333477
61,-0.0740214877,-0.05820106014,-0.3474144923,0.3888888889,0.8506703256,0.5616185187
62,0.002091516237,0.002736397041,-0.461854224,0.3333333333,0.8144631474,0.5898754995
63,-0.1489523303,-0.1168231044,-0.4824859271,0.2777777778,0.8806392292,0.7233219189
64,0.007092968109,0.005051809922,-0.623411898,0.3333333333,0.8317417771,0.5340137521
65,-0.1366760393,-0.1046145638,-0.5721033044,0.3333333333,0.8632977648,0.5498354007
66,-0.211061269,-0.1651310368,-0.3831962247,0.4027777778,0.8523780949,0.5172047514
67,0.06756506801,0.05136006754,-0.3266894332,0.2777777778,0.8696756989,0.5399739448
68,-0.1211260708,-0.09282700732,-0.5680427037,0.3472222222,0.8343264935,0.5665980572
69,0.01836896869,0.01231378668,-0.4602935839,0.3333333333,0.8552067877,0.6034774479
70,0.0509238736,0.03946726502,-0.1492296184,0.3472222222,0.8265243112,0.5584414407
71,0.0159137105,0.01020886588,-0.6217185384,0.2361111111,0.8112735025,0.5724245017
72,0.08347877851,0.0628318859,-0.2918071334,0.4027777778,0.8477545165,0.6065156626
73,0.03882945362,0.02915315309,-0.4219459245,0.2361111111,0.8454919944,0.6292541479
74,-0.03855664716,-0.03210004221,-0.1680719432,0.4861111111,0.7996482146,0.518571676
75,0.1689581378,0.1292421372,-0.269513936,0.2638888889,0.8717828475,0.6265302296
76,-0.1064854571,-0.08061846667,-0.3704326892,0.4861111111,0.8286892521,0.5728212347
77,-0.04419464745,-0.03557316153,-0.6831253712,0.2916666667,0.8661054863,0.6015289638
78,-0.1956931714,-0.149765115,-0.3577436707,0.5694444444,0.8646324432,0.6538580234
79,0.08647964964,0.06609451315,-0.2214484792,0.25,0.8346048562,0.5901657658
80,0.2511638195,0.1949156662,-0.2851546702,0.3055555556,0.8407857871,0.6959083729
