perm,spearman,kendall,probe_r2,monotone_fraction,midpoint_residual_median,pc1_frac_centroids
81,0.1073038765,0.08282863351,-0.5648699034,0.3194444444,0.8541554301,0.5523647842
82,0.0589261966,0.0449400591,-0.4261911148,0.2777777778,0.8278369513,0.6173794615
83,0.08220568167,0.06367385423,-0.2354412081,0.2638888889,0.8114400369,0.6425898838
84,-0.05228790593,-0.04051972542,-0.3953326206,0.3194444444,0.8350129444,0.5211885416
85,0.2420702706,0.1853382765,-0.08536326063,0.3194444444,0.8416202727,0.6178542129
86,-0.1068491991,-0.08324961767,-0.5557649163,0.4166666667,0.8454919944,0.5991604821
87,-0.02255200117,-0.01536592185,-0.5222817129,0.2777777778,0.8371902832,0.537762109
88,0.08875303685,0.06883091019,-0.6547533624,0.2638888889,0.8365576849,0.6244676523
89,-0.1398587814,-0.1085086673,-0.609439591,0.3472222222,0.8166320053,0.5145059699
90,0.1023024247,0.07998699043,-0.240726275,0.2916666667,0.8405141805,0.5826048709
91,-0.05565251901,-0.04251940018,-0.1580110116,0.5,0.8076685158,0.5768177322
92,-0.1361304264,-0.1033516113,-0.7119827309,0.3194444444,0.8192493034,0.6620432506
93,0.1622289116,0.1250322956,-0.5141718269,0.3055555556,0.8368360476,0.6986195957
94,-0.04674084113,-0.03578365361,-0.3152239492,0.3333333333,0.8295105856,0.6055735209
95,-0.06338203554,-0.04851842446,-0.401257132,0.375,0.8350129444,0.5165172457
96,-0.1126690703,-0.08703847511,-0.5819823756,0.4305555556,0.8343264935,0.5096799058
97,-0.06665571313,-0.05114957546,-0.3942733048,0.3194444444,0.8429497395,0.5545645333
98,0.06592822922,0.05030760714,-0.2017393595,0.3888888889,0.8523780949,0.5551621673
99,-0.04892329286,-0.03736234421,-0.1182546888,0.5277777778,0.8167111585,0.5691700973
