dim,e_v,e_m
0,0.01759503212,-0.003468177096
1,-0.01414147146,-0.005083814576
2,0.001652986827,0.01381331866
3,-0.02837802633,0.01580451842
4,-0.001321768132,0.009003997748
5,0.008307483673,-0.00213112543
6,0.09097132829,-0.03559473837
7,0.02870808491,-0.01405369264
8,-0.003540045811,0.01048040177
9,-0.009573554087,-0.02712458201
10,-0.01420506934,-0.001165540104
11,0.0004840824214,-0.003799893086
12,0.009516245137,0.01376947462
13,9.944598159e-06,0.002920004919
14,0.009307918845,0.005867778163
15,-0.004057479614,-0.007841691176
16,0.00862423698,-0.001204099788
17,-0.002778280553,0.008826696969
18,-0.0441138186,0.007486224975
19,-0.0007436446392,-0.001869007936
20,-0.01898127355,0.00949179903
21,-0.03646102874,0.02304594047
22,0.006197093873,0.0003081115959
23,-0.002842507929,0.007125797189
24,-0.02303997137,-0.0030036452
25,0.008941187383,-0.000427976722
26,-0.0002442521216,-0.03001873885
27,0.04734750711,-0.05716109702
28,-0.01036880866,-0.01594989259
29,0.01093097406,0.009175535212
30,0.05575231475,-0.01780621367
31,0.03971865502,0.02234274725
32,0.03142551839,0.01216716678
33,0.007389474407,0.0003222849144
34,6.289158304e-06,-0.01107925877
35,-0.01105129197,-0.01165423938
36,-0.003589571853,0.006502280921
37,0.005199930295,-0.01887365474
38,0.01873607788,-0.006893600682
39,0.007472843722,0.01635370716
40,0.009683495282,-0.006575579891
41,-0.001825051816,0.009204850286
42,0.005069314163,-0.0006138640048
43,0.08478373728,0.01568877622
44,-0.00148673891,0.004109907774
45,0.006139637326,-0.005412766404
46,-0.01304603159,-0.00685791816
47,0.0253170912,0.01180768026
48,0.008308859512,-0.0005243929694
49,-0.03448892997,-0.0310638227
50,0.003935235512,-0.02346375088
51,0.02985765032,0.01259156867
52,0.05023262329,-0.03293213384
53,0.009140236477,0.01364735888
54,-0.01394147895,-2.50582759e-06
55,-0.005239158862,0.0143931306
56,0.0205239065,-0.0004039721151
57,0.002531826761,-0.01031174311
58,-0.008165035862,0.005855019206
59,-0.01032889265,-0.03624366714
60,-0.004624302533,0.002444891505
61,-0.004673141284,-0.001206819513
62,-0.006399661895,-0.007396900197
63,0.00866203052,-8.092483666e-05
64,0.0009480789556,-0.008258971737
65,-0.03987442807,0.07213067343
66,-0.01180853656,-0.004590134459
67,-0.005227838292,-0.000675414484
68,0.02265484386,-0.002444883811
69,0.01142596383,-0.01857796982
70,0.01729843324,-0.004323960582
71,-0.00541362148,-0.004929143909
72,0.01308946569,-0.00985969998
73,0.009249450098,-0.01150435826
74,0.0372176051,-0.05684732463
75,-0.01348052846,0.02097770765
76,0.003689293241,-0.0126358195
77,-0.006049231432,0.02373062954
78,-0.006502006161,0.005513845577
79,0.008023924959,0.02285209393
80,0.00149498331,0.01261363437
81,0.01271967605,-0.00465234697
82,-0.01283957281,0.01414059557
83,0.0009263814957,-0.009035279497
84,-0.0114031661,-0.01055329816
85,0.0003554117532,-0.00117956969
86,0.01582026322,0.0004445794909
87,-0.01941368716,0.01373754412
88,-0.01251845617,-0.01966108085
89,-0.01097680589,0.004905805959
90,0.01015439037,-0.02492911465
91,0.03326759018,0.006602631077
92,-0.01070000719,-0.01185744704
93,6.418790496e-05,0.01574824309
94,-0.002746992161,-0.0001345519816
95,-0.003276218555,0.003699320677
96,0.001632881764,0.008628627911
97,0.01027769571,-0.01341890474
98,0.004914838547,0.0005202999306
99,0.0009608536771,-0.006881801836
100,0.006743389168,-0.002633234907
101,0.01145909948,0.008129621461
102,0.001389886619,-0.02884980087
103,-0.002772856105,0.004767681175
104,0.01543165704,0.006770600717
105,-0.0243337143,0.002151059085
106,0.005067270326,-0.0004144102602
107,-0.004060506308,0.0005419936036
108,0.006668942063,0.001733569848
109,0.004079963039,0.006898198317
110,0.005999862391,-0.04050951438
111,0.01093545481,-0.01156052852
112,-0.01782970361,-0.01448576577
