metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,null_min_mean,null_min_std,null_max_mean,null_max_std,p_value,n_sim,n_seeds
step_cosine,-0.3941254887,0.9187048416,0.000110457189,0.01618442021,0.0002085105636,0.8439485147,0.01155630214,0.9549559403,0.001441171464,0.000999000999,1000,3
midpoint_residual,0.7248600472,0.103277336,8.856126131e-05,0.01061646356,0.0001746019327,0.07631089431,0.0007075361741,0.1457455847,0.005871427208,0.000999000999,1000,3
