metric,point,mean,sd,ci_lo,ci_hi
midpoint_residual,0.6132179727,0.6202891782,0.03095380752,0.5605346677,0.6827254789
valence_offset,0.2966358309,0.2825700598,0.03553843523,0.2105950808,0.3479030609
markedness,0.53669681,0.5508624234,0.03404858627,0.4865986942,0.622398308
markedness_ratio,1.07339362,1.101724847,0.06809717254,0.9731973884,1.244796616
apex_angle_deg,76.78429823,76.35026643,3.08877853,70.39703205,82.48924291
effective_vertices,4.688458556,4.72284312,0.1915043423,4.364205475,5.113851958
step_cosine,-0.2286176685,-0.2356445745,0.05233549793,-0.3355003681,-0.1307123282
