metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,p_value_mean,p_value_std,n_seeds
spearman,0.3838386973,-0.008784368197,0.007307271513,0.1193070627,0.001370260758,0.009900990099,0,3
kendall,0.29447842,-0.006770126937,0.005521001957,0.09205119233,0.001100203433,0.009900990099,0,3
probe_r2,0.8973644549,-0.5804185458,0.002666604289,0.1964682296,0.009575691306,0.009900990099,0,3
monotone_fraction,0.3472222222,0.1981944444,0.005308754148,0.04035492315,0.002108368138,0.01320132013,0.0057163393,3
midpoint_residual_median,0.7857221917,0.8145205495,0.002154010526,0.08610159699,0.005574069214,0.4026402641,0.04679025373,3
pc1_frac_centroids,0.8718791718,0.8768018935,0.01109602258,0.09995651224,0.005899888445,0.6534653465,0.05512637984,3
