row,MeanDiff_mean,MeanDiff_std,KMeans_mean,KMeans_std,LogReg_mean,LogReg_std,PCA_mean,PCA_std,Random_mean,Random_std,n_seeds
MeanDiff,1,0,0.9959370686,0.0002115053429,0.6688996937,1.359739956e-16,0.9776532989,1.066083174e-08,0.01374770376,0.01153242724,3
KMeans,0.9959370686,0.0002115053429,1,0,0.6250125286,0.001077339759,0.9860578585,0.0002830092501,0.01343017786,0.01269878982,3
LogReg,0.6688996937,1.359739956e-16,0.6250125286,0.001077339759,1,0,0.5587157553,3.982248109e-08,0.01347309359,0.0114807756,3
PCA,0.9776532989,1.066083174e-08,0.9860578585,0.0002830092501,0.5587157553,3.982248109e-08,1,0,0.01117091489,0.01711423097,3
Random,0.01374770376,0.01153242724,0.01343017786,0.01269878982,0.01347309359,0.0114807756,0.01117091489,0.01711423097,1,0,3
